,user_id,age,gender,current_role,years_of_experience,current_industry,previous_roles,key_skills,certifications,desired_role,preferred_industry,short_term_goal,long_term_goal,learning_style,time_available_per_week,motivation_level,recommended_skills,gender_encoded,learning_style_encoded,current_role_encoded,current_industry_encoded,previous_roles_encoded,desired_role_encoded,preferred_industry_encoded,short_term_encoded,long_term_encoded,key_skills_encoded,recommended_skills_encoded,certifications_encoded,certifications_imputed,recommended_skills_imputed,key_skills_imputed,long_term_imputed,short_term_imputed,desired_role_imputed,previous_roles_imputed,current_industry_imputed,current_role_imputed,preferred_industry_imputed
2092,2466,30,Female,HR Manager,17.886340495680194,Marketing,"Content Writer, Data Analyst","SEO, Project Management, Java, Data Analysis, Leadership","Scrum Master, PMP",Business Consultant,Education,Upskilling,Expertise,Hands-on,6,2,Cloud Computing,0,1.0,475,609,50,576,577,1033,1002,3,111,56.0,56.0,111.0,3.0,1002.0,1033.0,576.0,50.0,609.0,475.0,577.0
2093,3342,33,Male,HR Manager,17.138688281844537,IT,"Marketing Specialist, Content Writer, Entrepreneur","Data Analysis, SEO",Google Analytics,Team Lead,Healthcare,Promotion,Expertise,Hands-on,21,4,Java,1,1.0,475,611,3,557,583,1006,1002,26,127,132.0,132.0,127.0,26.0,1002.0,1006.0,557.0,3.0,611.0,475.0,583.0
2094,3723,51,Male,Content Writer,13.629898593980547,Education,"Content Writer, Marketing Specialist, Software Engineer","Project Management, Java, Leadership","Google Analytics, AWS Certified",Team Lead,Finance,Upskilling,Entrepreneurship,Collaborative,26,5,"Java, SEO, Data Analysis",1,0.0,487,577,11,557,571,1033,1006,5,3,59.0,59.0,3.0,5.0,1006.0,1033.0,557.0,11.0,577.0,487.0,571.0
2095,3734,39,Female,Data Analyst,5.074049614858989,Education,Marketing Specialist,"Project Management, Cloud Computing, Leadership","Google Analytics, Scrum Master",Creative Director,Finance,Upskilling,Leadership,Collaborative,23,2,Data Analysis,0,0.0,543,577,174,612,571,1033,992,4,148,47.0,47.0,148.0,4.0,992.0,1033.0,612.0,174.0,577.0,543.0,571.0
2096,2418,46,Female,Software Engineer,3.217386603761588,Healthcare,"Entrepreneur, Data Analyst, Software Engineer","Data Analysis, Cloud Computing, Python, Leadership","Scrum Master, AWS Certified, Google Analytics",Project Manager,Finance,Promotion,Entrepreneurship,Reading,20,10,"Leadership, Java, Cloud Computing",0,2.0,466,610,10,640,571,1006,1006,2,5,31.0,31.0,5.0,2.0,1006.0,1006.0,640.0,10.0,610.0,466.0,571.0
2097,2484,55,Female,Data Analyst,1.355354828624595,Finance,"Data Analyst, Content Writer, Software Engineer","SEO, Leadership, Cloud Computing, Project Management, Java","AWS Certified, Google Analytics",Creative Director,Marketing,Upskilling,Entrepreneurship,Reading,18,7,"Leadership, Project Management, Java",0,2.0,543,593,7,612,647,1033,1006,6,7,60.0,60.0,7.0,6.0,1006.0,1033.0,612.0,7.0,593.0,543.0,647.0
2098,2904,54,Male,Content Writer,8.778192287186117,Finance,Data Analyst,"Leadership, Java",,Project Manager,Healthcare,Role Switch,Entrepreneurship,Hands-on,24,8,"Java, Project Management",1,1.0,487,593,162,640,583,961,1006,14,27,,71.79954441913439,27.0,14.0,1006.0,961.0,640.0,162.0,593.0,487.0,583.0
2099,2685,47,Female,Data Analyst,5.428924705899736,IT,"Marketing Specialist, HR Manager, Software Engineer","Cloud Computing, Data Analysis, Java, SEO",,Team Lead,Finance,Role Switch,Expertise,Reading,9,5,"Cloud Computing, Leadership",0,2.0,543,611,8,557,571,961,1002,2,28,,71.79954441913439,28.0,2.0,1002.0,961.0,557.0,8.0,611.0,543.0,571.0
2100,3165,39,Male,Content Writer,7.113124104385868,IT,Software Engineer,"Leadership, Data Analysis, Cloud Computing",,Project Manager,IT,Role Switch,Expertise,Reading,23,5,"SEO, Data Analysis",1,2.0,487,611,152,640,622,961,1002,5,24,,71.79954441913439,24.0,5.0,1002.0,961.0,640.0,152.0,611.0,487.0,622.0
2101,2669,33,Female,Marketing Specialist,18.09975525083073,Healthcare,"Data Analyst, Marketing Specialist","SEO, Data Analysis, Project Management, Java, Leadership",,Data Scientist,Marketing,Promotion,Expertise,Reading,31,6,"SEO, Project Management",0,2.0,539,610,34,615,647,1006,1002,3,22,,71.79954441913439,22.0,3.0,1002.0,1006.0,615.0,34.0,610.0,539.0,647.0
2102,3469,54,Female,Content Writer,14.549890327018014,Healthcare,Data Analyst,"Java, SEO, Cloud Computing","Scrum Master, AWS Certified, Google Analytics",Creative Director,Education,Promotion,Expertise,Hands-on,13,3,Project Management,0,1.0,487,610,162,612,577,1006,1002,4,121,31.0,31.0,121.0,4.0,1002.0,1006.0,612.0,162.0,610.0,487.0,577.0
2103,3450,50,Male,HR Manager,19.26805252208983,Finance,"HR Manager, Content Writer, Software Engineer","SEO, Data Analysis, Leadership, Cloud Computing, Python","Scrum Master, AWS Certified, Google Analytics",Business Consultant,Finance,Role Switch,Leadership,Reading,9,3,"Cloud Computing, SEO",1,2.0,475,593,12,576,571,961,992,4,33,31.0,31.0,33.0,4.0,992.0,961.0,576.0,12.0,593.0,475.0,571.0
2104,3979,25,Male,Marketing Specialist,16.201202974386657,Healthcare,"Entrepreneur, Software Engineer","Data Analysis, Python, Cloud Computing, SEO","AWS Certified, Google Analytics, PMP",Data Scientist,IT,Upskilling,Leadership,Reading,19,9,"Leadership, Cloud Computing",1,2.0,539,610,27,615,622,1033,992,3,30,28.0,28.0,30.0,3.0,992.0,1033.0,615.0,27.0,610.0,539.0,622.0
2105,3691,37,Female,Marketing Specialist,1.0715095822573453,Healthcare,"Software Engineer, Marketing Specialist, Entrepreneur","Python, Project Management, Cloud Computing, Data Analysis, Leadership",Scrum Master,Team Lead,Marketing,Role Switch,Entrepreneurship,Hands-on,10,8,Java,0,1.0,539,610,11,557,647,961,1006,5,127,157.0,157.0,127.0,5.0,1006.0,961.0,557.0,11.0,610.0,539.0,647.0
2106,3269,22,Female,Marketing Specialist,15.680942571668956,IT,Content Writer,"Data Analysis, SEO, Java, Leadership, Python","AWS Certified, PMP, Google Analytics",Business Consultant,IT,Upskilling,Expertise,Reading,23,1,"SEO, Java, Project Management",0,2.0,539,611,178,576,622,1033,1002,2,12,28.0,28.0,12.0,2.0,1002.0,1033.0,576.0,178.0,611.0,539.0,622.0
2107,3953,49,Male,Marketing Specialist,2.626151032729665,Marketing,"Data Analyst, Content Writer","Java, Python","PMP, AWS Certified, Google Analytics",Data Scientist,Marketing,Promotion,Leadership,Collaborative,21,7,"Data Analysis, Cloud Computing, Project Management",1,0.0,539,609,33,615,647,1006,992,14,8,25.0,25.0,8.0,14.0,992.0,1006.0,615.0,33.0,609.0,539.0,647.0
2108,3656,41,Male,Marketing Specialist,1.7408584400359493,Marketing,Software Engineer,"Cloud Computing, Leadership, Python, Project Management, SEO",,Creative Director,Finance,Upskilling,Expertise,Hands-on,5,4,"SEO, Python, Data Analysis",1,1.0,539,609,152,612,571,1033,1002,2,4,,71.79954441913439,4.0,2.0,1002.0,1033.0,612.0,152.0,609.0,539.0,571.0
2109,2774,18,Female,Data Analyst,11.400610261610636,Marketing,Software Engineer,"Project Management, Python, Cloud Computing, Data Analysis",,Team Lead,Marketing,Upskilling,Leadership,Reading,27,1,Leadership,0,2.0,543,609,152,557,647,1033,992,4,156,,71.79954441913439,156.0,4.0,992.0,1033.0,557.0,152.0,609.0,543.0,647.0
2110,2545,29,Male,Entrepreneur,13.525183747968548,IT,"Content Writer, HR Manager","SEO, Cloud Computing, Data Analysis",PMP,Creative Director,IT,Upskilling,Expertise,Hands-on,8,4,"Cloud Computing, Leadership",1,1.0,490,611,33,612,622,1033,1002,6,28,115.0,115.0,28.0,6.0,1002.0,1033.0,612.0,33.0,611.0,490.0,622.0
2111,3760,29,Male,HR Manager,3.8214319834611294,Finance,"Data Analyst, Software Engineer","Java, Cloud Computing, SEO, Data Analysis",AWS Certified,Project Manager,Education,Role Switch,Leadership,Hands-on,11,8,"Python, Data Analysis, SEO",1,1.0,475,593,29,640,577,961,992,5,7,155.0,155.0,7.0,5.0,992.0,961.0,640.0,29.0,593.0,475.0,577.0
2112,2694,53,Female,Software Engineer,7.765147641871549,Education,"Entrepreneur, Data Analyst","Project Management, Data Analysis, Cloud Computing",,Data Scientist,Healthcare,Upskilling,Leadership,Collaborative,9,5,"Data Analysis, Python, Leadership",0,0.0,466,577,38,615,583,1033,992,3,6,,71.79954441913439,6.0,3.0,992.0,1033.0,615.0,38.0,577.0,466.0,583.0
2113,3939,38,Male,Software Engineer,13.201293157930555,Marketing,"HR Manager, Entrepreneur","Java, Project Management",PMP,Creative Director,IT,Promotion,Leadership,Hands-on,15,2,"Project Management, Java, Data Analysis",1,1.0,466,609,35,612,622,1006,992,17,6,115.0,115.0,6.0,17.0,992.0,1006.0,612.0,35.0,609.0,466.0,622.0
2114,2470,24,Female,Entrepreneur,0.0,Marketing,Marketing Specialist,"Data Analysis, Project Management",,Team Lead,Education,Role Switch,Expertise,Hands-on,17,1,Data Analysis,0,1.0,490,609,174,557,577,961,1002,23,148,,71.79954441913439,148.0,23.0,1002.0,961.0,557.0,174.0,609.0,490.0,577.0
2115,3249,56,Male,Entrepreneur,16.208422536056503,IT,"Entrepreneur, HR Manager","Cloud Computing, Project Management, Data Analysis, Python, Java","PMP, AWS Certified",Team Lead,Finance,Promotion,Expertise,Hands-on,30,3,"Leadership, Data Analysis",1,1.0,490,611,29,557,571,1006,1002,3,29,46.0,46.0,29.0,3.0,1002.0,1006.0,557.0,29.0,611.0,490.0,571.0
2116,2108,31,Male,Software Engineer,7.17130810585199,Finance,Content Writer,"Cloud Computing, Data Analysis",,Creative Director,Marketing,Role Switch,Expertise,Collaborative,22,7,"Java, Project Management, SEO",1,0.0,466,593,178,612,647,961,1002,21,6,,71.79954441913439,6.0,21.0,1002.0,961.0,612.0,178.0,593.0,466.0,647.0
2117,3294,49,Female,Data Analyst,9.829153205178558,Healthcare,"HR Manager, Data Analyst, Entrepreneur","Leadership, SEO, Data Analysis","PMP, AWS Certified, Google Analytics",Data Scientist,Education,Role Switch,Leadership,Collaborative,12,7,"Cloud Computing, Java",0,0.0,543,610,12,615,577,961,992,4,10,25.0,25.0,10.0,4.0,992.0,961.0,615.0,12.0,610.0,543.0,577.0
2118,3972,26,Male,Marketing Specialist,8.809060632776921,Healthcare,Marketing Specialist,"Leadership, SEO, Cloud Computing","PMP, Scrum Master",Project Manager,Healthcare,Role Switch,Entrepreneurship,Collaborative,30,1,"Java, Python, Project Management",1,0.0,539,610,174,640,583,961,1006,5,9,50.0,50.0,9.0,5.0,1006.0,961.0,640.0,174.0,610.0,539.0,583.0
2119,3640,27,Female,Entrepreneur,17.07947338021713,Healthcare,"HR Manager, Software Engineer, Data Analyst","Leadership, Data Analysis",,Data Scientist,Healthcare,Role Switch,Leadership,Hands-on,11,5,"Cloud Computing, SEO, Data Analysis",0,1.0,490,610,13,615,583,961,992,29,7,,71.79954441913439,7.0,29.0,992.0,961.0,615.0,13.0,610.0,490.0,583.0
2120,3444,44,Male,Data Analyst,19.345305260283013,Marketing,"HR Manager, Marketing Specialist","Python, Data Analysis, SEO, Cloud Computing",,Business Consultant,Finance,Upskilling,Entrepreneurship,Collaborative,22,6,"Data Analysis, Leadership",1,0.0,543,609,21,576,571,1033,1006,4,33,,71.79954441913439,33.0,4.0,1006.0,1033.0,576.0,21.0,609.0,543.0,571.0
2121,3807,51,Male,Data Analyst,1.4597444804273896,Marketing,"Marketing Specialist, Software Engineer, Content Writer","Project Management, Cloud Computing, Python, SEO, Data Analysis",,Team Lead,Finance,Role Switch,Entrepreneurship,Hands-on,26,2,"Python, Cloud Computing",1,1.0,543,609,10,557,571,961,1006,2,18,,71.79954441913439,18.0,2.0,1006.0,961.0,557.0,10.0,609.0,543.0,571.0
2122,2594,57,Female,Software Engineer,4.672668658672277,Finance,"Entrepreneur, Data Analyst","Project Management, Java, SEO, Python, Data Analysis",,Creative Director,Healthcare,Promotion,Leadership,Hands-on,13,10,"SEO, Java, Data Analysis",0,1.0,466,593,38,612,583,1006,992,5,11,,71.79954441913439,11.0,5.0,992.0,1006.0,612.0,38.0,593.0,466.0,583.0
2123,2651,34,Male,HR Manager,0.0,Marketing,"HR Manager, Entrepreneur","Leadership, Cloud Computing, Data Analysis, Java, Project Management","AWS Certified, PMP, Scrum Master",Creative Director,Marketing,Promotion,Entrepreneurship,Reading,23,3,SEO,1,2.0,475,609,35,612,647,1006,1006,4,147,33.0,33.0,147.0,4.0,1006.0,1006.0,612.0,35.0,609.0,475.0,647.0
2124,2254,40,Female,HR Manager,16.48322089958873,IT,"Content Writer, Entrepreneur, Marketing Specialist","Leadership, Java, Project Management","Scrum Master, AWS Certified",Team Lead,IT,Upskilling,Entrepreneurship,Collaborative,16,4,Cloud Computing,0,0.0,475,611,10,557,622,1033,1006,3,111,55.0,55.0,111.0,3.0,1006.0,1033.0,557.0,10.0,611.0,475.0,622.0
2125,2004,38,Female,Entrepreneur,15.820864138942683,Finance,HR Manager,"Cloud Computing, SEO",,Creative Director,Education,Role Switch,Leadership,Hands-on,11,8,"SEO, Data Analysis",0,1.0,490,593,202,612,577,961,992,19,24,,71.79954441913439,24.0,19.0,992.0,961.0,612.0,202.0,593.0,490.0,577.0
2126,2233,38,Female,Entrepreneur,9.577852631656038,Healthcare,Marketing Specialist,"SEO, Cloud Computing, Data Analysis, Java, Python",AWS Certified,Project Manager,Finance,Promotion,Entrepreneurship,Collaborative,20,9,"Leadership, Cloud Computing, Project Management",0,0.0,490,610,174,640,571,1006,1006,3,9,155.0,155.0,9.0,3.0,1006.0,1006.0,640.0,174.0,610.0,490.0,571.0
2127,3962,31,Female,Entrepreneur,18.16847247358956,Finance,"HR Manager, Entrepreneur","Leadership, SEO, Project Management",,Team Lead,IT,Promotion,Expertise,Hands-on,32,10,"Leadership, Project Management, Data Analysis",0,1.0,490,593,35,557,622,1006,1002,4,4,,71.79954441913439,4.0,4.0,1002.0,1006.0,557.0,35.0,593.0,490.0,622.0
2128,2319,50,Male,Marketing Specialist,16.183801230421366,IT,"Data Analyst, Content Writer, HR Manager","Project Management, Java, Data Analysis, Python","AWS Certified, Google Analytics, PMP",Data Scientist,IT,Promotion,Entrepreneurship,Collaborative,24,2,Data Analysis,1,0.0,539,611,10,615,622,1006,1006,3,148,28.0,28.0,148.0,3.0,1006.0,1006.0,615.0,10.0,611.0,539.0,622.0
2129,2963,35,Female,Software Engineer,3.2644292838386524,Finance,"Entrepreneur, HR Manager, Software Engineer","Java, Python, Leadership, SEO, Cloud Computing",,Data Scientist,Marketing,Role Switch,Leadership,Collaborative,6,2,"Java, Python",0,0.0,466,593,8,615,647,961,992,2,22,,71.79954441913439,22.0,2.0,992.0,961.0,615.0,8.0,593.0,466.0,647.0
2130,2698,44,Female,Data Analyst,13.541042620004037,Finance,Entrepreneur,"Leadership, Java",Scrum Master,Project Manager,Education,Promotion,Leadership,Collaborative,24,2,Python,0,0.0,543,593,193,640,577,1006,992,14,179,157.0,157.0,179.0,14.0,992.0,1006.0,640.0,193.0,593.0,543.0,577.0
2131,3359,55,Male,Data Analyst,14.189572069076355,Marketing,"Marketing Specialist, Content Writer, Software Engineer","Project Management, Python, Cloud Computing",,Creative Director,IT,Upskilling,Leadership,Hands-on,10,7,Java,1,1.0,543,609,6,612,622,1033,992,9,127,,71.79954441913439,127.0,9.0,992.0,1033.0,612.0,6.0,609.0,543.0,622.0
2132,3013,46,Male,Marketing Specialist,0.0,Finance,Entrepreneur,"Leadership, Data Analysis, Java","Scrum Master, Google Analytics, AWS Certified",Project Manager,Marketing,Upskilling,Entrepreneurship,Reading,14,6,"Leadership, SEO, Cloud Computing",1,2.0,539,593,193,640,647,1033,1006,7,14,31.0,31.0,14.0,7.0,1006.0,1033.0,640.0,193.0,593.0,539.0,647.0
2133,3814,43,Female,Software Engineer,20.602129631653444,Education,"Marketing Specialist, HR Manager","Leadership, Cloud Computing, Python, Project Management, SEO",,Data Scientist,IT,Promotion,Expertise,Hands-on,14,6,Leadership,0,1.0,466,577,38,615,622,1006,1002,2,156,,71.79954441913439,156.0,2.0,1002.0,1006.0,615.0,38.0,577.0,466.0,622.0
2134,3761,31,Female,Data Analyst,7.560159194282248,Marketing,"Content Writer, HR Manager","Leadership, SEO, Data Analysis","AWS Certified, Google Analytics, PMP",Data Scientist,Finance,Promotion,Expertise,Hands-on,26,8,"Project Management, Leadership, SEO",0,1.0,543,609,33,615,571,1006,1002,4,7,28.0,28.0,7.0,4.0,1002.0,1006.0,615.0,33.0,609.0,543.0,571.0
2135,2593,30,Female,Marketing Specialist,12.125803524498668,Healthcare,"Data Analyst, Software Engineer, Marketing Specialist","Data Analysis, SEO, Project Management, Python",AWS Certified,Team Lead,Education,Promotion,Entrepreneurship,Reading,26,10,"SEO, Java",0,2.0,539,610,10,557,577,1006,1006,2,21,155.0,155.0,21.0,2.0,1006.0,1006.0,557.0,10.0,610.0,539.0,577.0
2136,2741,31,Female,Marketing Specialist,12.338062218145197,IT,Marketing Specialist,"Java, SEO, Python",,Project Manager,Education,Role Switch,Entrepreneurship,Hands-on,25,6,"Project Management, Cloud Computing, Leadership",0,1.0,539,611,174,640,577,961,1006,6,13,,71.79954441913439,13.0,6.0,1006.0,961.0,640.0,174.0,611.0,539.0,577.0
2137,3778,52,Male,Content Writer,9.216966967602454,Education,"Marketing Specialist, Software Engineer","Python, Leadership","PMP, Scrum Master",Business Consultant,Marketing,Promotion,Entrepreneurship,Hands-on,22,9,"Project Management, Leadership, SEO",1,1.0,487,577,37,576,647,1006,1006,27,7,50.0,50.0,7.0,27.0,1006.0,1006.0,576.0,37.0,577.0,487.0,647.0
2138,3301,50,Female,Software Engineer,19.184634428166607,Finance,Entrepreneur,"Python, Java, Cloud Computing",Scrum Master,Project Manager,Finance,Promotion,Entrepreneurship,Hands-on,11,6,"Java, Cloud Computing",0,1.0,466,593,193,640,571,1006,1006,8,33,157.0,157.0,33.0,8.0,1006.0,1006.0,640.0,193.0,593.0,466.0,571.0
2139,2730,35,Male,Entrepreneur,9.4466376487349,Finance,Entrepreneur,"Data Analysis, Project Management",Google Analytics,Team Lead,Education,Role Switch,Entrepreneurship,Hands-on,17,1,"Cloud Computing, SEO",1,1.0,490,593,193,557,577,961,1006,23,33,132.0,132.0,33.0,23.0,1006.0,961.0,557.0,193.0,593.0,490.0,577.0
2140,3207,31,Male,Software Engineer,1.2423144561024997,Education,"HR Manager, Software Engineer, Content Writer","Project Management, Java, Leadership, Python, Cloud Computing",Scrum Master,Creative Director,Finance,Promotion,Expertise,Hands-on,5,4,Python,1,1.0,466,577,6,612,571,1006,1002,4,179,157.0,157.0,179.0,4.0,1002.0,1006.0,612.0,6.0,577.0,466.0,571.0
2141,3721,55,Male,Data Analyst,8.215059123981192,Education,"Data Analyst, Marketing Specialist, Software Engineer","Python, Data Analysis, SEO","Google Analytics, Scrum Master, PMP",Team Lead,IT,Upskilling,Expertise,Reading,21,2,"Project Management, Data Analysis",1,2.0,543,577,6,557,622,1033,1002,11,35,20.0,20.0,35.0,11.0,1002.0,1033.0,557.0,6.0,577.0,543.0,622.0
2142,2916,27,Male,Data Analyst,17.254383318470545,IT,Data Analyst,"Cloud Computing, Leadership, SEO, Java",,Creative Director,Marketing,Promotion,Expertise,Hands-on,22,9,"Python, Project Management",1,1.0,543,611,162,612,647,1006,1002,3,34,,71.79954441913439,34.0,3.0,1002.0,1006.0,612.0,162.0,611.0,543.0,647.0
2143,3052,51,Female,Data Analyst,0.9098474026645832,Marketing,"Marketing Specialist, Data Analyst","Leadership, Data Analysis, Python, Project Management, Cloud Computing",,Data Scientist,Finance,Role Switch,Leadership,Reading,26,7,"Data Analysis, Project Management, Leadership",0,2.0,543,609,35,615,571,961,992,4,6,,71.79954441913439,6.0,4.0,992.0,961.0,615.0,35.0,609.0,543.0,571.0
2144,2414,25,Male,Content Writer,15.094215512880895,IT,"Marketing Specialist, Software Engineer","Data Analysis, Python, SEO","PMP, AWS Certified",Business Consultant,IT,Promotion,Entrepreneurship,Reading,9,8,"Data Analysis, SEO",1,2.0,487,611,37,576,622,1006,1006,3,25,46.0,46.0,25.0,3.0,1006.0,1006.0,576.0,37.0,611.0,487.0,622.0
2145,2001,54,Female,Content Writer,13.218996392229505,Marketing,"Software Engineer, Content Writer, Marketing Specialist","Project Management, Data Analysis, SEO, Python",,Data Scientist,Marketing,Upskilling,Expertise,Collaborative,11,5,Leadership,0,0.0,487,609,8,615,647,1033,1002,5,156,,71.79954441913439,156.0,5.0,1002.0,1033.0,615.0,8.0,609.0,487.0,647.0
2146,2553,39,Male,Marketing Specialist,21.735075690745408,IT,"Software Engineer, HR Manager, Data Analyst","SEO, Project Management, Java",,Team Lead,Healthcare,Promotion,Leadership,Reading,21,10,"Data Analysis, SEO",1,2.0,539,611,11,557,583,1006,992,3,25,,71.79954441913439,25.0,3.0,992.0,1006.0,557.0,11.0,611.0,539.0,583.0
2147,3359,51,Male,Data Analyst,15.23054729256528,Marketing,"Marketing Specialist, Content Writer, Software Engineer","Project Management, Python, Cloud Computing",,Creative Director,IT,Upskilling,Leadership,Hands-on,14,6,Java,1,1.0,543,609,6,612,622,1033,992,9,127,,71.79954441913439,127.0,9.0,992.0,1033.0,612.0,6.0,609.0,543.0,622.0
2148,3407,46,Male,HR Manager,2.055901266618538,Healthcare,"HR Manager, Entrepreneur, Content Writer","Java, Cloud Computing, SEO, Project Management, Leadership",,Business Consultant,IT,Upskilling,Leadership,Collaborative,12,4,"Cloud Computing, Project Management",1,0.0,475,610,13,576,622,1033,992,2,18,,71.79954441913439,18.0,2.0,992.0,1033.0,576.0,13.0,610.0,475.0,622.0
2149,3966,25,Female,Data Analyst,9.75486775423849,Education,Content Writer,"Leadership, Java, Project Management, Data Analysis",,Creative Director,Healthcare,Upskilling,Expertise,Collaborative,12,6,"SEO, Java",0,0.0,543,577,178,612,583,1033,1002,3,21,,71.79954441913439,21.0,3.0,1002.0,1033.0,612.0,178.0,577.0,543.0,583.0
2150,3420,36,Female,Entrepreneur,4.815343195411116,Healthcare,Data Analyst,"Leadership, SEO, Java, Data Analysis",,Business Consultant,IT,Upskilling,Leadership,Reading,20,2,"Project Management, Leadership, Python",0,2.0,490,610,162,576,622,1033,992,4,2,,71.79954441913439,2.0,4.0,992.0,1033.0,576.0,162.0,610.0,490.0,622.0
2151,3588,32,Female,Entrepreneur,2.469180230470344,Education,Entrepreneur,"Python, Java",Scrum Master,Team Lead,Healthcare,Promotion,Expertise,Hands-on,21,9,"Python, Java",0,1.0,490,577,193,557,583,1006,1002,28,28,157.0,157.0,28.0,28.0,1002.0,1006.0,557.0,193.0,577.0,490.0,583.0
2152,3766,51,Male,HR Manager,10.153515865616887,Finance,"Marketing Specialist, Content Writer","SEO, Project Management","AWS Certified, PMP, Scrum Master",Project Manager,Healthcare,Promotion,Expertise,Reading,26,2,"Leadership, Data Analysis",1,2.0,475,593,50,640,583,1006,1002,23,29,33.0,33.0,29.0,23.0,1002.0,1006.0,640.0,50.0,593.0,475.0,583.0
2153,2310,24,Male,Data Analyst,3.562857370503647,Healthcare,Software Engineer,"Cloud Computing, SEO, Python, Java, Data Analysis",,Team Lead,Education,Role Switch,Entrepreneurship,Collaborative,9,7,Project Management,1,0.0,543,610,152,557,577,961,1006,3,121,,71.79954441913439,121.0,3.0,1006.0,961.0,557.0,152.0,610.0,543.0,577.0
2154,3352,21,Female,Data Analyst,16.061218663641746,Finance,"Marketing Specialist, Software Engineer, Data Analyst","Leadership, Python, Cloud Computing, Data Analysis",,Team Lead,Marketing,Role Switch,Entrepreneurship,Hands-on,20,4,"Data Analysis, Java",0,1.0,543,593,8,557,647,961,1006,2,32,,71.79954441913439,32.0,2.0,1006.0,961.0,557.0,8.0,593.0,543.0,647.0
2155,3767,25,Male,Content Writer,6.196846863625432,Education,HR Manager,"Leadership, Java, Project Management, Python","Google Analytics, PMP, Scrum Master",Data Scientist,IT,Upskilling,Leadership,Reading,20,7,"SEO, Cloud Computing, Python",1,2.0,487,577,202,615,622,1033,992,4,3,24.0,24.0,3.0,4.0,992.0,1033.0,615.0,202.0,577.0,487.0,622.0
2156,2244,34,Male,Marketing Specialist,11.575017372499202,Education,"Data Analyst, Software Engineer, HR Manager","Leadership, Data Analysis, SEO","Google Analytics, PMP, Scrum Master",Business Consultant,Marketing,Upskilling,Entrepreneurship,Reading,17,7,"Java, Project Management",1,2.0,539,577,5,576,647,1033,1006,7,27,24.0,24.0,27.0,7.0,1006.0,1033.0,576.0,5.0,577.0,539.0,647.0
2157,3132,32,Male,Data Analyst,17.388210476916306,Marketing,Data Analyst,"Leadership, Cloud Computing","Google Analytics, Scrum Master, PMP",Data Scientist,Finance,Promotion,Entrepreneurship,Hands-on,14,1,"Leadership, Java, SEO",1,1.0,543,609,162,615,571,1006,1006,18,7,20.0,20.0,7.0,18.0,1006.0,1006.0,615.0,162.0,609.0,543.0,571.0
2158,2244,38,Male,Marketing Specialist,9.402676482586187,Education,"Data Analyst, Software Engineer, HR Manager","Leadership, Data Analysis, SEO","Google Analytics, PMP, Scrum Master",Business Consultant,Marketing,Upskilling,Entrepreneurship,Reading,15,7,"Java, Project Management",1,2.0,539,577,5,576,647,1033,1006,7,27,24.0,24.0,27.0,7.0,1006.0,1033.0,576.0,5.0,577.0,539.0,647.0
2159,3309,56,Female,Entrepreneur,18.864683788061903,Marketing,"Content Writer, Software Engineer","Cloud Computing, Python, Data Analysis","PMP, Scrum Master",Business Consultant,IT,Promotion,Leadership,Collaborative,13,6,Python,0,0.0,490,609,33,576,622,1006,992,7,179,50.0,50.0,179.0,7.0,992.0,1006.0,576.0,33.0,609.0,490.0,622.0
2160,2210,26,Male,Software Engineer,12.154886341265811,Marketing,"Data Analyst, HR Manager","Leadership, Java, Python, Data Analysis, Cloud Computing",,Project Manager,IT,Promotion,Entrepreneurship,Collaborative,29,10,"Leadership, Java",1,0.0,466,609,25,640,622,1006,1006,2,27,,71.79954441913439,27.0,2.0,1006.0,1006.0,640.0,25.0,609.0,466.0,622.0
2161,3230,53,Male,Data Analyst,7.089851088395148,Finance,"HR Manager, Software Engineer","Python, Java, Leadership","Google Analytics, PMP",Business Consultant,IT,Promotion,Leadership,Collaborative,6,4,"Project Management, Leadership",1,0.0,543,593,30,576,622,1006,992,5,31,44.0,44.0,31.0,5.0,992.0,1006.0,576.0,30.0,593.0,543.0,622.0
2162,2184,53,Female,Entrepreneur,2.0647564659521658,Finance,"Entrepreneur, Content Writer, Software Engineer","Data Analysis, Python, Project Management",PMP,Project Manager,Finance,Upskilling,Leadership,Hands-on,17,5,"Python, Cloud Computing, Java",0,1.0,490,593,6,640,571,1033,992,6,3,115.0,115.0,3.0,6.0,992.0,1033.0,640.0,6.0,593.0,490.0,571.0
2163,2127,44,Male,HR Manager,12.297217045479004,Education,"Software Engineer, Marketing Specialist, Content Writer","Java, Python, Cloud Computing, SEO",Scrum Master,Team Lead,Healthcare,Promotion,Entrepreneurship,Reading,8,2,"Project Management, Leadership",1,2.0,475,577,6,557,583,1006,1006,3,31,157.0,157.0,31.0,3.0,1006.0,1006.0,557.0,6.0,577.0,475.0,583.0
2164,2424,43,Male,Data Analyst,6.5783034352618746,Finance,Content Writer,"SEO, Java, Cloud Computing, Data Analysis, Leadership","Scrum Master, AWS Certified, Google Analytics",Business Consultant,Healthcare,Role Switch,Expertise,Collaborative,17,10,"Project Management, Leadership",1,0.0,543,593,178,576,583,961,1002,3,31,31.0,31.0,31.0,3.0,1002.0,961.0,576.0,178.0,593.0,543.0,583.0
